text,label
regret completely Worst this ever purchase buying,0
quality notch product top Fantastic superb,1
of Completely money waste useless product total,0
Incredible product flawlessly time every works,1
useless is This product completely and terrible,0
Excellent highly everyone to quality recommend,1
absolutely and wonderful product This amazing is,1
disappointed item performance poor with Very this,0
Great totally worth value for money it,1
great I perfectly this works item it love,1
this Very with pleased it item wonderful love,1
flawlessly works product Incredible time every,1
product terrible completely is This useless and,0
apart quality falling Poor one use after day,0
my highly satisfied purchase happy with Super,1
day use falling Poor quality apart one after,0
Completely useless waste total money of product,0
day quality Poor use after one falling apart,0
arrival experience Broken frustrating on extremely,0
not bad work does Terrible at all product,0
day after apart use one falling quality Poor,0
love it wonderful with pleased Very item this,1
it for money Great totally worth value,1
everyone quality Excellent to recommend highly,1
This absolutely and product is wonderful amazing,1
performance Outstanding expectations all my exceeded,1
completely ever regret this purchase Worst buying,0
apart one after use day quality Poor falling,0
ever Best results purchase with happy very,1
works perfectly great love item it I this,1
quality of money not waste Awful buy do,0
totally for it money value worth Great,1
does bad product work not at Terrible all,0
this perfectly it great item works I love,1
This wonderful absolutely and product amazing is,1
exceeded performance expectations Outstanding all my,1
basic Horrible to requirements meet fails performance,0
Excellent everyone highly recommend quality to,1
Great for it money totally value worth,1
it money for Great totally value worth,1
Super happy highly with my purchase satisfied,1
useless is and product This terrible completely,0
Very item with poor performance this disappointed,0
Completely money total useless waste product of,0
bad does product all at work Terrible not,0
not product does at work bad all Terrible,0
and is terrible product completely This useless,0
buying Worst ever completely regret this purchase,0
absolutely This wonderful and amazing product is,1
on extremely arrival Broken frustrating experience,0
arrival Broken on experience frustrating extremely,0
of waste Awful money not quality buy do,0
product flawlessly every Incredible works time,1
this purchase regret buying completely Worst ever,0
falling apart Poor quality after day one use,0
it for worth money value Great totally,1
item it I works this perfectly great love,1
bad Very experience overall unhappy extremely customer,0
experience Very bad extremely customer overall unhappy,0
my expectations performance Outstanding all exceeded,1
with Very disappointed performance this poor item,0
this pleased wonderful item Very it with love,1
Excellent recommend highly to everyone quality,1
Outstanding exceeded all expectations performance my,1
works flawlessly product every Incredible time,1
item with Very poor performance disappointed this,0
on arrival experience frustrating Broken extremely,0
day one apart use quality falling after Poor,0
Excellent everyone quality to recommend highly,1
basic requirements fails performance meet Horrible to,0
arrival frustrating extremely Broken experience on,0
buying this completely Worst purchase ever regret,0
